FID,OBJECTID,SOURCE,TYPE,BOUNDARY,COUNTRY1,COUNTRY2,REMARKS,LINE_ID,SHAPE,SE_ANNO_CAD_DATA
world_maritime_boundaries.fid-53820faf_167d7d2ed0c_-f55,76,VLIZ,Treaty,Venezuela - Netherlands Antilles,139,128, ,86,"MULTILINESTRING ((15.413333 -69.577222, 12.816667 -70.416667, 12.35 -70.416667, 12.35 -70.164167, 12.365 -70.140278, 12.262778 -69.739167, 11.879167 -69.079167, 11.758333 -68.954167, 11.741667 -68.829167, 11.666667 -68.6, 11.666667 -67.989722, 12.45 -67.989722, 15.241111 -68.862222))",
